Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"FB_StageDown_Delay_Counter_Ctrl_Rotate_Min","D2707",Short,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_Stabilization_Delay","D2708",Short,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_StageUp_Delay","D2709",Word,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_StageDown_Delay","D2710",Word,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_Cur_Seq_Matrix_Index","D2711",Short,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_Next_Seq_Matrix_Index","D2712",Short,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_Rotation_In_Progress","D2713.00",Boolean,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_NumOf_AutoRun_Motors","D2795",Short,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_NumOf_Ready_Motors","D2796",Short,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_Stabilization_Counter","D2797",Short,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_StageUp_Delay_Counter","D2799",Word,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_StageDown_Delay_Counter","D2800",Word,1,RO,1000,,,,,,,,,,"",
