Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"Ctrl_Alarm_LL_Delay_FB_Health","D2153.00",Boolean,1,RO,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_FB_Alarm_HH","D2153.01",Boolean,1,RO,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_FB_Alarm_H","D2153.02",Boolean,1,RO,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_FB_Alarm_L","D2153.03",Boolean,1,RO,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_FB_Alarm_LL","D2153.04",Boolean,1,RO,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Initialize","D2153.05",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Hold_Last_Value","D2153.06",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Clamp_PV","D2153.07",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Override_Health","D2153.08",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Override_PV","D2153.09",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Alarm_H_Enabled","D2153.10",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Alarm_L_Enabled","D2153.11",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Alarm_HH_Enabled","D2153.12",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Alarm_LL_Enabled","D2153.13",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Override_Process_Value","D2154",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Offset_PV","D2156",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Health_Status_Delay","D2158",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Moving_Avg_SP","D2159",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_AI_EU_Max","D2160",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_AI_EU_Min","D2162",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_AI_RAW_Max","D2164",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_AI_RAW_Min","D2166",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Alarm_HH_SP","D2168",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Alarm_HH_Delay","D2170",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Alarm_H_SP","D2171",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Alarm_H_Delay","D2173",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Alarm_L_SP","D2174",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Alarm_L_Delay","D2176",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Alarm_LL_SP","D2177",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Alarm_LL_Delay_Ctrl_Alarm_LL_Delay","D2179",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_FB_Process_Value","D2200",Float,1,RO,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_FB_State","D2202",Short,1,RO,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_FB_Alarm_HH","D2203.00",Boolean,1,RO,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_FB_Alarm_H","D2203.01",Boolean,1,RO,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_FB_Alarm_L","D2203.02",Boolean,1,RO,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_FB_Alarm_LL","D2203.03",Boolean,1,RO,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Initialize","D2203.04",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Override_Health","D2203.05",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Override_PV","D2203.06",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Alarm_H_Enabled","D2203.07",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Alarm_L_Enabled","D2203.08",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Alarm_HH_Enabled","D2203.09",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Alarm_LL_Enabled","D2203.10",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Override_Process_Value","D2204",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Offset_PV","D2206",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Alarm_HH_SP","D2208",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Alarm_HH_Delay","D2210",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Alarm_H_SP","D2211",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Alarm_H_Delay","D2213",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Alarm_L_SP","D2214",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Alarm_L_Delay","D2216",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Alarm_LL_SP","D2217",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_Alarm_LL_Delay","D2219",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_A_Coefficient","D2220",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_A_Exponent","D2222",Short,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_B_Coefficient","D2223",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_B_Exponent","D2225",Short,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_C_Coefficient","D2226",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_C_Exponent_Ctrl_C_Exponent","D2228",Short,1,R/W,1000,,,,,,,,,,"",
"HysteresisDelay_SwitchTriggered","D2250.00",Boolean,1,R/W,1000,,,,,,,,,,"",
"HysteresisDelay_HysteresisDelay","D2251",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_Ctrl_Reset","D2300.00",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_Ctrl_Initialize","D2300.01",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_Ctrl_Simulate","D2300.02",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_Ctrl_Ovrd_Ctrl","D2300.03",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_Ctrl_Mode","D2302",Short,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_Ctrl_Override_Position","D2303",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_FB_FlowRate","D2315",Float,1,RO,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_FB_CHWS_Temp","D2317",Float,1,RO,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_FB_CHWR_Temp","D2319",Float,1,RO,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_FB_Volume","D2321",Float,1,RO,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_Ctrl_BaudRate","D2306",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_FB_ModbusHealth","D2310.00",Boolean,1,RO,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_FB_PID_Command","D2311",Float,1,RO,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_FB_PositionFeedback","D2313",Float,1,RO,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_FB_Power","D2323",Float,1,RO,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_FB_Energy","D2325",Float,1,RO,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_Ctrl_ModbusAddress","D2305",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_Ctrl_StopBit","D2307",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_Ctrl_Parity","D2308",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_Ctrl_ControlMode","D2309",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_Ctrl_Ovrd_Ctrl_Val","D2301",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Health_Ctrl_Simulate_Health","GV:0BC04.00",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_FB_Master_Enable","D2400.00",Boolean,1,RO,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_FB_Instrument_Health","D2400.01",Boolean,1,RO,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_FB_Process_Value","D2401",Float,1,RO,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_Initialize","D2403.00",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_Cascade_Setpoint","D2403.01",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_Inverse_Acting","D2403.02",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_Auto_Enabled","D2403.03",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_Hold_Last_CO","D2403.04",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_Control_Output","D2404",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_Setpoint","D2406",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_K_Proportional","D2408",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_K_Integral","D2410",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_K_Derivative","D2412",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_Time_Step","D2414",Short,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_PV_EU_Max","D2415",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_PV_EU_Min","D2417",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_CO_EU_Max","D2419",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_CO_EU_Min","D2421",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_CO_Limit_Max","D2423",Short,1,R/W,1000,,,,,,,,,,"",
"Ctrl_CO_Limit_Min_Ctrl_CO_Limit_Min","D2424",Short,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Temp_FB_Temperature","D2450",Float,1,RO,1000,,,,,,,,,,"",
"Ctrl_Simulate_Temp_FB_Setpoint","D2452",Float,1,RO,1000,,,,,,,,,,"",
"Ctrl_Simulate_Temp_Ctrl_Setpoint","D2455",Float,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Temp_Ctrl_Mode","D2454",Word,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Temp_Ctrl_Simulate","D2457.00",Boolean,1,R/W,1000,,,,,,,,,,"",
"Ctrl_Simulate_Temp_Ctrl_Simulate_Temp","D2458",Float,1,R/W,1000,,,,,,,,,,"",
"Active_Power_V1_V2","D2550",Float,1,R/W,1000,,,,,,,,,,"",
"Active_Power_V2_V3","D2552",Float,1,R/W,1000,,,,,,,,,,"",
"Active_Power_V3_V1","D2554",Float,1,R/W,1000,,,,,,,,,,"",
"Active_Power_I_1","D2556",Float,1,R/W,1000,,,,,,,,,,"",
"Active_Power_I_2","D2558",Float,1,R/W,1000,,,,,,,,,,"",
"Active_Power_I_3","D2560",Float,1,R/W,1000,,,,,,,,,,"",
"Active_Power_Power_Factor","D2566",Float,1,R/W,1000,,,,,,,,,,"",
"Active_Power_Frequency","D2568",Float,1,R/W,1000,,,,,,,,,,"",
"Active_Power_Energy_Consumption","D2564",Float,1,R/W,1000,,,,,,,,,,"",
"Active_Power_Active_Power","D2562",Float,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_Initialize","D2700.00",Boolean,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_Confirm_Setting","D2700.01",Boolean,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_Confirm_Schedule","D2700.02",Boolean,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_Rotate_Now","D2700.03",Boolean,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_Control_Mode","D2700.04",Boolean,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_Release_Inhibit","D2700.05",Boolean,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_NumOf_Req_Duty","D2701",Short,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_Total_Num_Motor","D2702",Short,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_Control_Strategy","D2703",Short,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_Select_Seq_Matrix","D2704",Short,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_Rotate_Day","D2705",Short,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_Rotate_Hour","D2706",Short,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_Rotate_Min","D2707",Short,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_Stabilization_Delay","D2708",Short,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_StageUp_Delay","D2709",Word,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_Ctrl_StageDown_Delay","D2710",Word,1,R/W,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_Cur_Seq_Matrix_Index","D2711",Short,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_Next_Seq_Matrix_Index","D2712",Short,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_Rotation_In_Progress","D2713.00",Boolean,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_Inhibit_Motor_Array","D2713.01",Boolean,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_Chiller_Start_Cmd","D2713.09",Boolean,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_Sequence_Matrix","D2715",Short,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_Next_Priority_Buffer","D2779",Short,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_Current_Priority_Buffer","D2787",Short,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_NumOf_AutoRun_Motors","D2795",Short,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_NumOf_Ready_Motors","D2796",Short,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_Stabilization_Counter","D2797",Short,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_State","D2798",Short,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_StageUp_Delay_Counter","D2799",Word,1,RO,1000,,,,,,,,,,"",
"FB_StageDown_Delay_Counter_FB_StageDown_Delay_Counter","D2800",Word,1,RO,1000,,,,,,,,,,"",
